,ID,Title
826,B03002006E027163,"Population Estimate of Non-Hispanic Asian Persons in Washington County, MN"
827,B03002012E027163,"Population Estimate of Hispanic or Latino Persons in Washington County, MN"
828,ENU2705320510,"Number of Private Establishments for All Industries in Hennepin County, MN"
829,ENU2714120510,"Number of Private Establishments for All Industries in Sherburne County, MN"
830,PPAAMN27141A156NCEN,"Estimated Percent of People of All Ages in Poverty for Sherburne County, MN"
831,ENU2716320510,"Number of Private Establishments for All Industries in Washington County, MN"
832,PE5T17MN27003A647NCEN,"Estimate of Related Children Age 5-17 in Families in Poverty for Anoka County, MN"
833,PE5T17MN27139A647NCEN,"Estimate of Related Children Age 5-17 in Families in Poverty for Scott County, MN"
834,BPPRIV027003,"New Private Housing Structures Authorized by Building Permits for Anoka County, MN"
835,BPPRIV027139,"New Private Housing Structures Authorized by Building Permits for Scott County, MN"
836,PE5T17MN27019A647NCEN,"Estimate of Related Children Age 5-17 in Families in Poverty for Carver County, MN"
837,PE5T17MN27059A647NCEN,"Estimate of Related Children Age 5-17 in Families in Poverty for Isanti County, MN"
838,PE5T17MN27171A647NCEN,"Estimate of Related Children Age 5-17 in Families in Poverty for Wright County, MN"
839,BPPRIV027059,"New Private Housing Structures Authorized by Building Permits for Isanti County, MN"
840,BPPRIV027123,"New Private Housing Structures Authorized by Building Permits for Ramsey County, MN"
841,PE5T17MN27025A647NCEN,"Estimate of Related Children Age 5-17 in Families in Poverty for Chisago County, MN"
842,BPPRIV027053,"New Private Housing Structures Authorized by Building Permits for Hennepin County, MN"
843,PE5T17MN27141A647NCEN,"Estimate of Related Children Age 5-17 in Families in Poverty for Sherburne County, MN"
844,PE5T17MN27163A647NCEN,"Estimate of Related Children Age 5-17 in Families in Poverty for Washington County, MN"
845,BPPRIV027163,"New Private Housing Structures Authorized by Building Permits for Washington County, MN"
846,B03002004E027003,"Population Estimate of Non-Hispanic Black or African-American Persons in Anoka County, MN"
847,B03002004E027139,"Population Estimate of Non-Hispanic Black or African-American Persons in Scott County, MN"
848,B03002004E027059,"Population Estimate of Non-Hispanic Black or African-American Persons in Isanti County, MN"
849,B03002004E027123,"Population Estimate of Non-Hispanic Black or African-American Persons in Ramsey County, MN"
850,B03002004E027171,"Population Estimate of Non-Hispanic Black or African-American Persons in Wright County, MN"
851,PP5T17MN27003A156NCEN,"Estimated Percent of Related Children Age 5-17 in Families in Poverty for Anoka County, MN"
852,FBITC027059,"Combined Violent and Property Crime Incidents Known to Law Enforcement in Isanti County, MN"
853,PP5T17MN27019A156NCEN,"Estimated Percent of Related Children Age 5-17 in Families in Poverty for Carver County, MN"
854,PP5T17MN27037A156NCEN,"Estimated Percent of Related Children Age 5-17 in Families in Poverty for Dakota County, MN"
855,PP5T17MN27059A156NCEN,"Estimated Percent of Related Children Age 5-17 in Families in Poverty for Isanti County, MN"
856,PP5T17MN27123A156NCEN,"Estimated Percent of Related Children Age 5-17 in Families in Poverty for Ramsey County, MN"
857,PP5T17MN27171A156NCEN,"Estimated Percent of Related Children Age 5-17 in Families in Poverty for Wright County, MN"
858,B03002004E027053,"Population Estimate of Non-Hispanic Black or African-American Persons in Hennepin County, MN"
859,PP5T17MN27025A156NCEN,"Estimated Percent of Related Children Age 5-17 in Families in Poverty for Chisago County, MN"
860,B03002004E027141,"Population Estimate of Non-Hispanic Black or African-American Persons in Sherburne County, MN"
861,PP5T17MN27053A156NCEN,"Estimated Percent of Related Children Age 5-17 in Families in Poverty for Hennepin County, MN"
862,B03002004E027163,"Population Estimate of Non-Hispanic Black or African-American Persons in Washington County, MN"
863,PP5T17MN27141A156NCEN,"Estimated Percent of Related Children Age 5-17 in Families in Poverty for Sherburne County, MN"
864,MHICILBMN27003A052NCEN,"90% Confidence Interval Lower Bound of Estimate of Median Household Income for Anoka County, MN"
865,MHICILBMN27139A052NCEN,"90% Confidence Interval Lower Bound of Estimate of Median Household Income for Scott County, MN"
866,MHICIUBMN27003A052NCEN,"90% Confidence Interval Upper Bound of Estimate of Median Household Income for Anoka County, MN"
867,MHICIUBMN27139A052NCEN,"90% Confidence Interval Upper Bound of Estimate of Median Household Income for Scott County, MN"
868,PP5T17MN27163A156NCEN,"Estimated Percent of Related Children Age 5-17 in Families in Poverty for Washington County, MN"
869,MHICILBMN27019A052NCEN,"90% Confidence Interval Lower Bound of Estimate of Median Household Income for Carver County, MN"
870,MHICILBMN27037A052NCEN,"90% Confidence Interval Lower Bound of Estimate of Median Household Income for Dakota County, MN"
871,MHICILBMN27059A052NCEN,"90% Confidence Interval Lower Bound of Estimate of Median Household Income for Isanti County, MN"
872,MHICILBMN27123A052NCEN,"90% Confidence Interval Lower Bound of Estimate of Median Household Income for Ramsey County, MN"
873,MHICILBMN27171A052NCEN,"90% Confidence Interval Lower Bound of Estimate of Median Household Income for Wright County, MN"
874,MHICIUBMN27019A052NCEN,"90% Confidence Interval Upper Bound of Estimate of Median Household Income for Carver County, MN"
875,MHICIUBMN27059A052NCEN,"90% Confidence Interval Upper Bound of Estimate of Median Household Income for Isanti County, MN"
876,MHICIUBMN27123A052NCEN,"90% Confidence Interval Upper Bound of Estimate of Median Household Income for Ramsey County, MN"
877,MHICIUBMN27171A052NCEN,"90% Confidence Interval Upper Bound of Estimate of Median Household Income for Wright County, MN"
878,B03002005E027003,"Population Estimate of Non-Hispanic American Indian or Native Alaskan Persons in Anoka County, MN"
879,B03002005E027139,"Population Estimate of Non-Hispanic American Indian or Native Alaskan Persons in Scott County, MN"
880,MHICILBMN27025A052NCEN,"90% Confidence Interval Lower Bound of Estimate of Median Household Income for Chisago County, MN"
881,MHICIUBMN27025A052NCEN,"90% Confidence Interval Upper Bound of Estimate of Median Household Income for Chisago County, MN"
882,B03002005E027037,"Population Estimate of Non-Hispanic American Indian or Native Alaskan Persons in Dakota County, MN"
883,B03002005E027059,"Population Estimate of Non-Hispanic American Indian or Native Alaskan Persons in Isanti County, MN"
884,B03002005E027123,"Population Estimate of Non-Hispanic American Indian or Native Alaskan Persons in Ramsey County, MN"
885,B03002005E027171,"Population Estimate of Non-Hispanic American Indian or Native Alaskan Persons in Wright County, MN"
886,PECILBU18MN27139A647NCEN,"90% Confidence Interval Lower Bound of Estimate of People Age 0-17 in Poverty for Scott County, MN"
887,PECIUBU18MN27003A647NCEN,"90% Confidence Interval Upper Bound of Estimate of People Age 0-17 in Poverty for Anoka County, MN"
888,PECIUBU18MN27139A647NCEN,"90% Confidence Interval Upper Bound of Estimate of People Age 0-17 in Poverty for Scott County, MN"
889,MHICILBMN27141A052NCEN,"90% Confidence Interval Lower Bound of Estimate of Median Household Income for Sherburne County, MN"
890,MHICIUBMN27141A052NCEN,"90% Confidence Interval Upper Bound of Estimate of Median Household Income for Sherburne County, MN"
891,PECILBU18MN27019A647NCEN,"90% Confidence Interval Lower Bound of Estimate of People Age 0-17 in Poverty for Carver County, MN"
892,PECILBU18MN27037A647NCEN,"90% Confidence Interval Lower Bound of Estimate of People Age 0-17 in Poverty for Dakota County, MN"
893,PECILBU18MN27059A647NCEN,"90% Confidence Interval Lower Bound of Estimate of People Age 0-17 in Poverty for Isanti County, MN"
894,PECILBU18MN27123A647NCEN,"90% Confidence Interval Lower Bound of Estimate of People Age 0-17 in Poverty for Ramsey County, MN"
895,PECILBU18MN27171A647NCEN,"90% Confidence Interval Lower Bound of Estimate of People Age 0-17 in Poverty for Wright County, MN"
896,PECIUBU18MN27019A647NCEN,"90% Confidence Interval Upper Bound of Estimate of People Age 0-17 in Poverty for Carver County, MN"
897,PECIUBU18MN27037A647NCEN,"90% Confidence Interval Upper Bound of Estimate of People Age 0-17 in Poverty for Dakota County, MN"
898,PECIUBU18MN27059A647NCEN,"90% Confidence Interval Upper Bound of Estimate of People Age 0-17 in Poverty for Isanti County, MN"
899,PECIUBU18MN27123A647NCEN,"90% Confidence Interval Upper Bound of Estimate of People Age 0-17 in Poverty for Ramsey County, MN"
900,PECIUBU18MN27171A647NCEN,"90% Confidence Interval Upper Bound of Estimate of People Age 0-17 in Poverty for Wright County, MN"
901,B03002005E027053,"Population Estimate of Non-Hispanic American Indian or Native Alaskan Persons in Hennepin County, MN"
902,PECILBU18MN27025A647NCEN,"90% Confidence Interval Lower Bound of Estimate of People Age 0-17 in Poverty for Chisago County, MN"
903,PECIUBU18MN27025A647NCEN,"90% Confidence Interval Upper Bound of Estimate of People Age 0-17 in Poverty for Chisago County, MN"
904,B03002005E027141,"Population Estimate of Non-Hispanic American Indian or Native Alaskan Persons in Sherburne County, MN"
905,PECILBAAMN27003A647NCEN,"90% Confidence Interval Lower Bound of Estimate of People of All Ages in Poverty for Anoka County, MN"
906,PECILBAAMN27139A647NCEN,"90% Confidence Interval Lower Bound of Estimate of People of All Ages in Poverty for Scott County, MN"
907,PECILBU18MN27053A647NCEN,"90% Confidence Interval Lower Bound of Estimate of People Age 0-17 in Poverty for Hennepin County, MN"
908,PECIUBAAMN27003A647NCEN,"90% Confidence Interval Upper Bound of Estimate of People of All Ages in Poverty for Anoka County, MN"
909,PECIUBAAMN27139A647NCEN,"90% Confidence Interval Upper Bound of Estimate of People of All Ages in Poverty for Scott County, MN"
910,PECIUBU18MN27053A647NCEN,"90% Confidence Interval Upper Bound of Estimate of People Age 0-17 in Poverty for Hennepin County, MN"
911,B03002005E027163,"Population Estimate of Non-Hispanic American Indian or Native Alaskan Persons in Washington County, MN"
912,PECILBAAMN27019A647NCEN,"90% Confidence Interval Lower Bound of Estimate of People of All Ages in Poverty for Carver County, MN"
913,PECILBAAMN27037A647NCEN,"90% Confidence Interval Lower Bound of Estimate of People of All Ages in Poverty for Dakota County, MN"
914,PECILBAAMN27059A647NCEN,"90% Confidence Interval Lower Bound of Estimate of People of All Ages in Poverty for Isanti County, MN"
915,PECILBAAMN27123A647NCEN,"90% Confidence Interval Lower Bound of Estimate of People of All Ages in Poverty for Ramsey County, MN"
916,PECILBAAMN27171A647NCEN,"90% Confidence Interval Lower Bound of Estimate of People of All Ages in Poverty for Wright County, MN"
917,PECILBU18MN27141A647NCEN,"90% Confidence Interval Lower Bound of Estimate of People Age 0-17 in Poverty for Sherburne County, MN"
918,PECIUBAAMN27019A647NCEN,"90% Confidence Interval Upper Bound of Estimate of People of All Ages in Poverty for Carver County, MN"
919,PECIUBAAMN27037A647NCEN,"90% Confidence Interval Upper Bound of Estimate of People of All Ages in Poverty for Dakota County, MN"
920,PECIUBAAMN27059A647NCEN,"90% Confidence Interval Upper Bound of Estimate of People of All Ages in Poverty for Isanti County, MN"
921,PECIUBAAMN27123A647NCEN,"90% Confidence Interval Upper Bound of Estimate of People of All Ages in Poverty for Ramsey County, MN"
922,PECIUBU18MN27141A647NCEN,"90% Confidence Interval Upper Bound of Estimate of People Age 0-17 in Poverty for Sherburne County, MN"
923,PECILBAAMN27025A647NCEN,"90% Confidence Interval Lower Bound of Estimate of People of All Ages in Poverty for Chisago County, MN"
924,PECILBU18MN27163A647NCEN,"90% Confidence Interval Lower Bound of Estimate of People Age 0-17 in Poverty for Washington County, MN"
925,PECIUBAAMN27025A647NCEN,"90% Confidence Interval Upper Bound of Estimate of People of All Ages in Poverty for Chisago County, MN"
926,PECIUBU18MN27163A647NCEN,"90% Confidence Interval Upper Bound of Estimate of People Age 0-17 in Poverty for Washington County, MN"
927,PECILBAAMN27053A647NCEN,"90% Confidence Interval Lower Bound of Estimate of People of All Ages in Poverty for Hennepin County, MN"
928,PECILBAAMN27141A647NCEN,"90% Confidence Interval Lower Bound of Estimate of People of All Ages in Poverty for Sherburne County, MN"
929,PECIUBAAMN27141A647NCEN,"90% Confidence Interval Upper Bound of Estimate of People of All Ages in Poverty for Sherburne County, MN"
930,PECILBAAMN27163A647NCEN,"90% Confidence Interval Lower Bound of Estimate of People of All Ages in Poverty for Washington County, MN"
931,PECIUBAAMN27163A647NCEN,"90% Confidence Interval Upper Bound of Estimate of People of All Ages in Poverty for Washington County, MN"
932,PPCILBU18MN27003A156NCEN,"90% Confidence Interval Lower Bound of Estimate of Percent of People Age 0-17 in Poverty for Anoka County, MN"
933,PPCILBU18MN27139A156NCEN,"90% Confidence Interval Lower Bound of Estimate of Percent of People Age 0-17 in Poverty for Scott County, MN"
934,PPCILBU18MN27019A156NCEN,"90% Confidence Interval Lower Bound of Estimate of Percent of People Age 0-17 in Poverty for Carver County, MN"
935,PPCILBU18MN27037A156NCEN,"90% Confidence Interval Lower Bound of Estimate of Percent of People Age 0-17 in Poverty for Dakota County, MN"
936,PPCILBU18MN27059A156NCEN,"90% Confidence Interval Lower Bound of Estimate of Percent of People Age 0-17 in Poverty for Isanti County, MN"
937,PPCILBU18MN27123A156NCEN,"90% Confidence Interval Lower Bound of Estimate of Percent of People Age 0-17 in Poverty for Ramsey County, MN"
938,PPCILBU18MN27171A156NCEN,"90% Confidence Interval Lower Bound of Estimate of Percent of People Age 0-17 in Poverty for Wright County, MN"
939,PPCILBU18MN27025A156NCEN,"90% Confidence Interval Lower Bound of Estimate of Percent of People Age 0-17 in Poverty for Chisago County, MN"
940,PPCILBAAMN27003A156NCEN,"90% Confidence Interval Lower Bound of Estimate of Percent of People of All Ages in Poverty for Anoka County, MN"
941,PPCILBAAMN27139A156NCEN,"90% Confidence Interval Lower Bound of Estimate of Percent of People of All Ages in Poverty for Scott County, MN"
942,PPCILBU18MN27053A156NCEN,"90% Confidence Interval Lower Bound of Estimate of Percent of People Age 0-17 in Poverty for Hennepin County, MN"
943,PPCIUBAAMN27003A156NCEN,"90% Confidence Interval Upper Bound of Estimate of Percent of People of All Ages in Poverty for Anoka County, MN"
944,PPCILBAAMN27019A156NCEN,"90% Confidence Interval Lower Bound of Estimate of Percent of People of All Ages in Poverty for Carver County, MN"
945,PPCILBAAMN27037A156NCEN,"90% Confidence Interval Lower Bound of Estimate of Percent of People of All Ages in Poverty for Dakota County, MN"
946,PPCILBAAMN27059A156NCEN,"90% Confidence Interval Lower Bound of Estimate of Percent of People of All Ages in Poverty for Isanti County, MN"
947,PPCILBAAMN27123A156NCEN,"90% Confidence Interval Lower Bound of Estimate of Percent of People of All Ages in Poverty for Ramsey County, MN"
948,PPCILBAAMN27171A156NCEN,"90% Confidence Interval Lower Bound of Estimate of Percent of People of All Ages in Poverty for Wright County, MN"
949,PPCILBU18MN27141A156NCEN,"90% Confidence Interval Lower Bound of Estimate of Percent of People Age 0-17 in Poverty for Sherburne County, MN"
950,PPCIUBAAMN27019A156NCEN,"90% Confidence Interval Upper Bound of Estimate of Percent of People of All Ages in Poverty for Carver County, MN"
951,PPCILBAAMN27025A156NCEN,"90% Confidence Interval Lower Bound of Estimate of Percent of People of All Ages in Poverty for Chisago County, MN"
952,PPCILBU18MN27163A156NCEN,"90% Confidence Interval Lower Bound of Estimate of Percent of People Age 0-17 in Poverty for Washington County, MN"
953,PPCIUBAAMN27025A156NCEN,"90% Confidence Interval Upper Bound of Estimate of Percent of People of All Ages in Poverty for Chisago County, MN"
954,PPCILBAAMN27053A156NCEN,"90% Confidence Interval Lower Bound of Estimate of Percent of People of All Ages in Poverty for Hennepin County, MN"
955,PPCILBAAMN27141A156NCEN,"90% Confidence Interval Lower Bound of Estimate of Percent of People of All Ages in Poverty for Sherburne County, MN"
956,PPCILBAAMN27163A156NCEN,"90% Confidence Interval Lower Bound of Estimate of Percent of People of All Ages in Poverty for Washington County, MN"
957,PECILB5T17MN27003A647NCEN,"90% Confidence Interval Lower Bound of Estimate of Related Children Age 5-17 in Families in Poverty for Anoka County, MN"
958,PECILB5T17MN27139A647NCEN,"90% Confidence Interval Lower Bound of Estimate of Related Children Age 5-17 in Families in Poverty for Scott County, MN"
959,PECIUB5T17MN27003A647NCEN,"90% Confidence Interval Upper Bound of Estimate of Related Children Age 5-17 in Families in Poverty for Anoka County, MN"
960,PECIUB5T17MN27139A647NCEN,"90% Confidence Interval Upper Bound of Estimate of Related Children Age 5-17 in Families in Poverty for Scott County, MN"
961,PECILB5T17MN27019A647NCEN,"90% Confidence Interval Lower Bound of Estimate of Related Children Age 5-17 in Families in Poverty for Carver County, MN"
962,PECILB5T17MN27037A647NCEN,"90% Confidence Interval Lower Bound of Estimate of Related Children Age 5-17 in Families in Poverty for Dakota County, MN"
963,PECILB5T17MN27059A647NCEN,"90% Confidence Interval Lower Bound of Estimate of Related Children Age 5-17 in Families in Poverty for Isanti County, MN"
964,PECILB5T17MN27171A647NCEN,"90% Confidence Interval Lower Bound of Estimate of Related Children Age 5-17 in Families in Poverty for Wright County, MN"
965,PECIUB5T17MN27019A647NCEN,"90% Confidence Interval Upper Bound of Estimate of Related Children Age 5-17 in Families in Poverty for Carver County, MN"
966,PECIUB5T17MN27037A647NCEN,"90% Confidence Interval Upper Bound of Estimate of Related Children Age 5-17 in Families in Poverty for Dakota County, MN"
967,PECIUB5T17MN27059A647NCEN,"90% Confidence Interval Upper Bound of Estimate of Related Children Age 5-17 in Families in Poverty for Isanti County, MN"
968,PECIUB5T17MN27123A647NCEN,"90% Confidence Interval Upper Bound of Estimate of Related Children Age 5-17 in Families in Poverty for Ramsey County, MN"
969,PECIUB5T17MN27171A647NCEN,"90% Confidence Interval Upper Bound of Estimate of Related Children Age 5-17 in Families in Poverty for Wright County, MN"
970,PECILB5T17MN27025A647NCEN,"90% Confidence Interval Lower Bound of Estimate of Related Children Age 5-17 in Families in Poverty for Chisago County, MN"
971,PECIUB5T17MN27025A647NCEN,"90% Confidence Interval Upper Bound of Estimate of Related Children Age 5-17 in Families in Poverty for Chisago County, MN"
972,PECILB5T17MN27053A647NCEN,"90% Confidence Interval Lower Bound of Estimate of Related Children Age 5-17 in Families in Poverty for Hennepin County, MN"
973,PECIUB5T17MN27053A647NCEN,"90% Confidence Interval Upper Bound of Estimate of Related Children Age 5-17 in Families in Poverty for Hennepin County, MN"
974,PECILB5T17MN27141A647NCEN,"90% Confidence Interval Lower Bound of Estimate of Related Children Age 5-17 in Families in Poverty for Sherburne County, MN"
975,PECIUB5T17MN27141A647NCEN,"90% Confidence Interval Upper Bound of Estimate of Related Children Age 5-17 in Families in Poverty for Sherburne County, MN"
976,PECILB5T17MN27163A647NCEN,"90% Confidence Interval Lower Bound of Estimate of Related Children Age 5-17 in Families in Poverty for Washington County, MN"
977,PECIUB5T17MN27163A647NCEN,"90% Confidence Interval Upper Bound of Estimate of Related Children Age 5-17 in Families in Poverty for Washington County, MN"
978,PPCILB5T17MN27003A156NCEN,"90% Confidence Interval Lower Bound of Estimate of Percent of Related Children Age 5-17 in Families in Poverty for Anoka County, MN"
979,PPCILB5T17MN27139A156NCEN,"90% Confidence Interval Lower Bound of Estimate of Percent of Related Children Age 5-17 in Families in Poverty for Scott County, MN"
980,PPCIUB5T17MN27003A156NCEN,"90% Confidence Interval Upper Bound of Estimate of Percent of Related Children Age 5-17 in Families in Poverty for Anoka County, MN"
981,PPCIUB5T17MN27139A156NCEN,"90% Confidence Interval Upper Bound of Estimate of Percent of Related Children Age 5-17 in Families in Poverty for Scott County, MN"
982,PPCILB5T17MN27019A156NCEN,"90% Confidence Interval Lower Bound of Estimate of Percent of Related Children Age 5-17 in Families in Poverty for Carver County, MN"
983,PPCILB5T17MN27037A156NCEN,"90% Confidence Interval Lower Bound of Estimate of Percent of Related Children Age 5-17 in Families in Poverty for Dakota County, MN"
984,PPCILB5T17MN27059A156NCEN,"90% Confidence Interval Lower Bound of Estimate of Percent of Related Children Age 5-17 in Families in Poverty for Isanti County, MN"
985,PPCILB5T17MN27123A156NCEN,"90% Confidence Interval Lower Bound of Estimate of Percent of Related Children Age 5-17 in Families in Poverty for Ramsey County, MN"
986,PPCILB5T17MN27171A156NCEN,"90% Confidence Interval Lower Bound of Estimate of Percent of Related Children Age 5-17 in Families in Poverty for Wright County, MN"
987,PPCIUB5T17MN27019A156NCEN,"90% Confidence Interval Upper Bound of Estimate of Percent of Related Children Age 5-17 in Families in Poverty for Carver County, MN"
988,PPCIUB5T17MN27037A156NCEN,"90% Confidence Interval Upper Bound of Estimate of Percent of Related Children Age 5-17 in Families in Poverty for Dakota County, MN"
989,PPCIUB5T17MN27059A156NCEN,"90% Confidence Interval Upper Bound of Estimate of Percent of Related Children Age 5-17 in Families in Poverty for Isanti County, MN"
990,PPCIUB5T17MN27123A156NCEN,"90% Confidence Interval Upper Bound of Estimate of Percent of Related Children Age 5-17 in Families in Poverty for Ramsey County, MN"
991,PPCIUB5T17MN27171A156NCEN,"90% Confidence Interval Upper Bound of Estimate of Percent of Related Children Age 5-17 in Families in Poverty for Wright County, MN"
992,PPCILB5T17MN27025A156NCEN,"90% Confidence Interval Lower Bound of Estimate of Percent of Related Children Age 5-17 in Families in Poverty for Chisago County, MN"
993,PPCIUB5T17MN27025A156NCEN,"90% Confidence Interval Upper Bound of Estimate of Percent of Related Children Age 5-17 in Families in Poverty for Chisago County, MN"
994,PPCILB5T17MN27053A156NCEN,"90% Confidence Interval Lower Bound of Estimate of Percent of Related Children Age 5-17 in Families in Poverty for Hennepin County, MN"
995,PPCIUB5T17MN27053A156NCEN,"90% Confidence Interval Upper Bound of Estimate of Percent of Related Children Age 5-17 in Families in Poverty for Hennepin County, MN"
996,PPCILB5T17MN27141A156NCEN,"90% Confidence Interval Lower Bound of Estimate of Percent of Related Children Age 5-17 in Families in Poverty for Sherburne County, MN"
997,PPCIUB5T17MN27141A156NCEN,"90% Confidence Interval Upper Bound of Estimate of Percent of Related Children Age 5-17 in Families in Poverty for Sherburne County, MN"
998,PPCILB5T17MN27163A156NCEN,"90% Confidence Interval Lower Bound of Estimate of Percent of Related Children Age 5-17 in Families in Poverty for Washington County, MN"
999,PPCIUB5T17MN27163A156NCEN,"90% Confidence Interval Upper Bound of Estimate of Percent of Related Children Age 5-17 in Families in Poverty for Washington County, MN"
