DATE,MNYELL3URN,CBR27173MNA647NCEN,MNYELL3LFN,EQFXSUBPRIME027173,MNYELL3POP,PEU18MN27173A647NCEN,ATNHPIUS27173A,PPU18MN27173A156NCEN,NETMIGNACS027173,MHIMN27173A052NCEN,RACEDISPARITY027173,PI27173,2020RATIO027173,B14005DCYACS027173,DP04ACS027173,HOWNRATEACS027173,CDC20N2U027173,PCPI27173,PUA0T17MN27173A647NCEN,PUAAMN27173A647NCEN,B01002001E027173,B080ACS027173,CDC20N2UAA027173,PUA5T17RMN27173A647NCEN,DMPCRATE027173,PEAAMN27173A647NCEN,HC01ESTVC1727173,S1701ACS027173,HC01ESTVC1627173,B03002003E027173,B03002006E027173,B03002012E027173,ENU2717320510,PPAAMN27173A156NCEN,PE5T17MN27173A647NCEN,BPPRIV027173,B03002004E027173,FBITC027173,PP5T17MN27173A156NCEN,MHICILBMN27173A052NCEN,MHICIUBMN27173A052NCEN,B03002005E027173,PECILBU18MN27173A647NCEN,PECIUBU18MN27173A647NCEN,PECILBAAMN27173A647NCEN,PECIUBAAMN27173A647NCEN,S1101SPHOUSE027173,PPCILBU18MN27173A156NCEN,PPCIUBU18MN27173A156NCEN,PPCILBAAMN27173A156NCEN,PPCIUBAAMN27173A156NCEN,S1501ACSTOTAL027173,PECILB5T17MN27173A647NCEN,PECIUB5T17MN27173A647NCEN,PPCILB5T17MN27173A156NCEN,PPCIUB5T17MN27173A156NCEN,county
2014-04-01,4.1,,5418,15.937149270482605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2014-05-01,3.5,,5408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2014-06-01,3.9,,5525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2014-07-01,3.9,,5537,16.966292134831463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2014-08-01,3.6,,5438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2014-09-01,2.9,,5410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2014-10-01,2.7,,5582,17.634173055859804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2014-11-01,3.2,,5541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2014-12-01,4.2,,5590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2015-01-01,5.4,667.0,5617,16.197975253093365,9.835,335.0,125.57,15.0,-289.0,51569.0,32.61456628477905,576669.0,10.756002356753573,5.204460966542751,21.531219028741326,81.66870915032679,418.9,58255.0,2235.0,9650.0,43.0,17.76600393270701,329.7,1659.0,58.948999999556705,1207.0,16.1,11.9,90.5,9165.0,60.0,414.0,293.0,12.5,218.0,7.0,46.0,59.0,13.1,47590.0,55548.0,242.0,271.0,399.0,1030.0,1384.0,29.46817785527463,12.2,17.8,10.7,14.3,29.2,170.0,266.0,10.2,16.0,YELLOW MEDICINE
2015-02-01,5.1,,5500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2015-03-01,4.9,,5648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2015-04-01,3.3,,5516,16.685330347144458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2015-05-01,3.3,,5485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2015-06-01,3.5,,5697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2015-07-01,3.5,,5510,17.401129943502823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2015-08-01,3.3,,5393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2015-09-01,2.6,,5408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2015-10-01,2.3,,5734,17.46384872080089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2015-11-01,2.5,,5658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2015-12-01,4.1,,5741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2016-01-01,5.0,,5640,17.299107142857142,9.892000000000001,317.0,129.95,14.1,,55690.0,34.618901144616345,531712.0,10.88523256673815,6.349206349206349,21.98952879581152,81.81818181818183,484.8,53519.0,2251.0,9706.0,43.0,17.38419319429199,357.5,1645.0,,963.0,16.2,11.3,90.6,9097.0,61.0,416.0,300.0,9.9,215.0,8.0,24.0,39.0,13.1,50689.0,60691.0,250.0,241.0,393.0,756.0,1170.0,30.834752981260646,10.7,17.5,7.8,12.0,29.2,159.0,271.0,9.7,16.5,YELLOW MEDICINE
2016-02-01,4.9,,5447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2016-03-01,4.8,,5561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2016-04-01,3.7,,5465,16.263736263736266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2016-05-01,3.1,,5478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2016-06-01,3.8,,5574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2016-07-01,4.0,,5423,16.57397107897664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2016-08-01,3.7,,5307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2016-09-01,3.1,,5266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2016-10-01,2.9,,5587,15.824915824915823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2016-11-01,2.8,,5597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2016-12-01,4.1,,5635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2017-01-01,5.0,,5498,15.664018161180476,9.867,,134.14,,,,,,,,,,,,,,,,,,,,,,,,,,299.0,,,10.0,,47.0,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2017-02-01,4.8,,5364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2017-03-01,4.2,,5405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2017-04-01,3.2,,5332,15.646258503401361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2017-05-01,2.9,,5345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2017-06-01,3.6,,5450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2017-07-01,3.2,,5296,15.670800450958286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2017-08-01,3.6,,5182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2017-09-01,2.8,,5183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2017-10-01,2.4,,5382,16.818181818181817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2017-11-01,2.9,,5339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2017-12-01,3.8,,5363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2018-01-01,4.8,,5291,16.53363740022805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2018-02-01,4.4,,5268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2018-03-01,4.3,,5289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2018-04-01,3.1,,5288,15.856481481481485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2018-05-01,2.4,,5391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2018-06-01,2.9,,5377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2018-07-01,2.8,,5314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2018-08-01,2.6,,5001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
