DATE,MNOTTE5URN,MNOTTE5POP,B01002001E027111,B03002003E027111,CBR27111MNA647NCEN,MHIMN27111A052NCEN,PECILBU18MN27111A647NCEN,S1701ACS027111,NETMIGNACS027111,ATNHPIUS27111A,PEU18MN27111A647NCEN,PEAAMN27111A647NCEN,PUA5T17RMN27111A647NCEN,PI27111,B14005DCYACS027111,ENU2711120510,MNOTTE5LFN,FBITC027111,BPPRIV027111,PCPI27111,RACEDISPARITY027111,PPU18MN27111A156NCEN,2020RATIO027111,DP04ACS027111,HOWNRATEACS027111,CDC20N2U027111,USPTOISSUED027111,PUA0T17MN27111A647NCEN,PUAAMN27111A647NCEN,B080ACS027111,CDC20N2UAA027111,EQFXSUBPRIME027111,DMPCRATE027111,HC01ESTVC1727111,HC01ESTVC1627111,B03002006E027111,B03002012E027111,PPAAMN27111A156NCEN,PE5T17MN27111A647NCEN,B03002004E027111,PP5T17MN27111A156NCEN,MHICILBMN27111A052NCEN,MHICIUBMN27111A052NCEN,B03002005E027111,PECIUBU18MN27111A647NCEN,PECILBAAMN27111A647NCEN,PECIUBAAMN27111A647NCEN,S1101SPHOUSE027111,PPCILBU18MN27111A156NCEN,PPCIUBU18MN27111A156NCEN,PPCILBAAMN27111A156NCEN,PPCIUBAAMN27111A156NCEN,S1501ACSTOTAL027111,PECILB5T17MN27111A647NCEN,PECIUB5T17MN27111A647NCEN,PPCILB5T17MN27111A156NCEN,PPCIUB5T17MN27111A156NCEN,county
2014-07-01,3.8,,,,,,,,,,,,,,,1634.0,32196,,,,,,,,,,,,,,,16.669516156607965,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2014-08-01,3.5,,,,,,,,,,,,,,,,31691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2014-09-01,3.2,,,,,,,,,,,,,,,,30886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2014-10-01,3.0,,,,,,,,,,,,,,,1636.0,30649,,,,,,,,,,,,,,,16.760635571501794,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2014-11-01,3.7,,,,,,,,,,,,,,,,30473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2014-12-01,5.0,,,,,,,,,,,,,,,,30672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2015-01-01,6.2,57.599,46.7,53897.0,4483.0,55357.0,1340.0,10.0,-278.0,143.57,1711.0,5499.0,8813.0,2472726.0,7.469791285243501,1595.0,30703,393.0,67.0,42800.0,49.160584484814045,14.1,12.300040144520274,26.460555291679263,82.59394154748156,437.3,,12177.0,56661.0,20.840355896993692,294.4,16.577998970310627,38.84799999976529,24.5,91.3,348.0,1712.0,9.7,1146.0,670.0,13.0,53228.0,57486.0,187.0,2082.0,4471.0,6527.0,24.67509659290481,11.0,17.2,7.9,11.5,37.3,873.0,1419.0,9.9,16.1,OTTER TAIL
2015-02-01,6.0,,,,,,,,,,,,,,,,30333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2015-03-01,5.7,,,,,,,,,,,,,,,,30869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2015-04-01,4.0,,,,,,,,,,,,,,,1579.0,30765,,,,,,,,,,,,,,,15.822023707266789,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2015-05-01,3.7,,,,,,,,,,,,,,,,31348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2015-06-01,3.7,,,,,,,,,,,,,,,,32045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2015-07-01,3.5,,,,,,,,,,,,,,,1550.0,31995,,,,,,,,,,,,,,,15.811158798283262,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2015-08-01,3.2,,,,,,,,,,,,,,,,31431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2015-09-01,3.0,,,,,,,,,,,,,,,,30822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2015-10-01,2.9,,,,,,,,,,,,,,,1551.0,31173,,,,,,,,,,,,,,,16.446124763705107,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2015-11-01,3.5,,,,,,,,,,,,,,,,30841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2015-12-01,5.0,,,,,,,,,,,,,,,,31086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2016-01-01,6.1,57.981,46.8,53879.0,,51252.0,1322.0,9.7,,148.81,1726.0,5976.0,8959.0,2529317.0,5.653583003240907,1532.0,31062,399.0,92.0,43545.0,42.89644710286566,14.0,12.323522595596756,25.00865351332641,82.52769029335786,446.5,,12366.0,57008.0,21.286790266512167,286.1,15.965811965811966,,24.1,91.7,377.0,1791.0,10.5,1184.0,729.0,13.2,47890.0,54614.0,203.0,2130.0,4939.0,7013.0,24.737310774710604,10.7,17.3,8.7,12.3,37.4,893.0,1475.0,10.0,16.4,OTTER TAIL
2016-02-01,6.1,,,,,,,,,,,,,,,,30774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2016-03-01,6.1,,,,,,,,,,,,,,,,31215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2016-04-01,4.1,,,,,,,,,,,,,,,1560.0,30958,,,,,,,,,,,,,,,15.412125340599456,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2016-05-01,3.2,,,,,,,,,,,,,,,,31498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2016-06-01,3.8,,,,,,,,,,,,,,,,32353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2016-07-01,3.6,,,,,,,,,,,,,,,1572.0,32191,,,,,,,,,,,,,,,15.370463288175278,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2016-08-01,3.6,,,,,,,,,,,,,,,,31788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2016-09-01,3.4,,,,,,,,,,,,,,,,31074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2016-10-01,3.3,,,,,,,,,,,,,,,1582.0,31258,,,,,,,,,,,,,,,15.926110833749375,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2016-11-01,3.6,,,,,,,,,,,,,,,,31251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2016-12-01,5.2,,,,,,,,,,,,,,,,31509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2017-01-01,6.6,58.345,,,,,,,,157.73,,,,,,1594.0,31351,354.0,146.0,,,,,,,,,,,,,15.433439118089193,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2017-02-01,6.2,,,,,,,,,,,,,,,,31103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2017-03-01,5.6,,,,,,,,,,,,,,,,31376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2017-04-01,4.0,,,,,,,,,,,,,,,1630.0,31457,,,,,,,,,,,,,,,15.47638773819387,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2017-05-01,3.0,,,,,,,,,,,,,,,,31951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2017-06-01,3.2,,,,,,,,,,,,,,,,32711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2017-07-01,2.9,,,,,,,,,,,,,,,1642.0,32481,,,,,,,,,,,,,,,15.879111704792118,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2017-08-01,3.0,,,,,,,,,,,,,,,,31871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2017-09-01,2.6,,,,,,,,,,,,,,,,31258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2017-10-01,2.2,,,,,,,,,,,,,,,1647.0,31550,,,,,,,,,,,,,,,16.60853678790898,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2017-11-01,3.5,,,,,,,,,,,,,,,,31830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2017-12-01,4.8,,,,,,,,,,,,,,,,32153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2018-01-01,5.9,,,,,,,,,,,,,,,1648.0,32067,,,,,,,,,,,,,,,15.807787903893953,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2018-02-01,5.5,,,,,,,,,,,,,,,,32065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2018-03-01,5.2,,,,,,,,,,,,,,,,32217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2018-04-01,4.0,,,,,,,,,,,,,,,,32536,,,,,,,,,,,,,,,15.571735892768492,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2018-05-01,2.5,,,,,,,,,,,,,,,,33117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2018-06-01,2.8,,,,,,,,,,,,,,,,33521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2018-07-01,2.6,,,,,,,,,,,,,,,,33560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2018-08-01,2.4,,,,,,,,,,,,,,,,32350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
