DATE,MNCASS1URN,EQFXSUBPRIME038017,MNCASS1POP,NDCASS7URN,B080ACS027021,2020RATIO027021,B01002001E027021,B03002003E027021,B03002006E027021,B03002012E027021,B03002005E027021,EQFXSUBPRIME027021,ATNHPIUS27021A,CDC20N2U027021,ENU2702120510,BPPRIV027021,PUAAMN27021A647NCEN,PI27021,PCPI27021,HC01ESTVC1727021,HOWNRATEACS027021,S1101SPHOUSE027021,DMPCRATE027021,FBITC027021,RACEDISPARITY027021,B03002004E027021,CBR27021MNA647NCEN,NETMIGNACS038017,PUAAND38017A647NCEN,USPTOISSUED038017,2020RATIO038017,PUA0T17ND38017A647NCEN,MHICILBND38017A052NCEN,B01002001E038017,B03002012E038017,MHIND38017A052NCEN,CDC20N2U038017,S1701ACS038017,PI38017,PEAAND38017A647NCEN,S1101SPHOUSE038017,NDCASS7POP,DMPCRATE038017,PCPI38017,RACEDISPARITY038017,FBITC038017,HOWNRATEACS038017,NDCASS7LFN,ENU3801720510,ATNHPIUS38017A,B080ACS038017,BPPRIV038017,B14005DCYACS038017,B03002004E038017,CBR38017NDA647NCEN,HC01ESTVC1738017,S1501ACSTOTAL038017,HC01ESTVC1638017,B14005DCYACS027021,DP04ACS027021,MNCASS1LFN,USPTOISSUED027021,CDC20N2UAA027021,MHIMN27021A052NCEN,S1701ACS027021,HC01ESTVC1627021,MHICILBMN27021A052NCEN,MHICIUBMN27021A052NCEN,PUA0T17MN27021A647NCEN,PUA5T17RMN27021A647NCEN,NETMIGNACS027021,PEAAMN27021A647NCEN,PPAAMN27021A156NCEN,PECILBAAMN27021A647NCEN,PECIUBAAMN27021A647NCEN,PPCILBAAMN27021A156NCEN,PPCIUBAAMN27021A156NCEN,S1501ACSTOTAL027021,PE5T17MN27021A647NCEN,PP5T17MN27021A156NCEN,PECILB5T17MN27021A647NCEN,PECIUB5T17MN27021A647NCEN,PPCILB5T17MN27021A156NCEN,PEU18MN27021A647NCEN,PPU18MN27021A156NCEN,PECILBU18MN27021A647NCEN,PECIUBU18MN27021A647NCEN,PPCILBU18MN27021A156NCEN,PPCIUB5T17MN27021A156NCEN,PPCIUBU18MN27021A156NCEN,PUA5T17RND38017A647NCEN,MHICIUBND38017A052NCEN,DP04ACS038017,PPAAND38017A156NCEN,PECILBAAND38017A647NCEN,PECIUBAAND38017A647NCEN,PPCILBAAND38017A156NCEN,CDC20N2UAA038017,PPCIUBAAND38017A156NCEN,MWACL38017,PE5T17ND38017A647NCEN,PP5T17ND38017A156NCEN,PECILB5T17ND38017A647NCEN,PECIUB5T17ND38017A647NCEN,PPCILB5T17ND38017A156NCEN,PPCIUB5T17ND38017A156NCEN,PPU18ND38017A156NCEN,PECILBU18ND38017A647NCEN,PECIUBU18ND38017A647NCEN,PPCILBU18ND38017A156NCEN,PPCIUBU18ND38017A156NCEN,B03002005E038017,B03002003E038017,B03002006E038017,PEU18ND38017A647NCEN,county
2003-08-01,5.4,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,79895,,,,,,,,,,,,,14702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2003-09-01,5.4,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,78411,,,,,,,,,,,,,14411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2003-10-01,5.3,26.086657496561212,,2.4,,,,,,,,25.213956550362077,,,810.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,78479,5083.0,,,,,,,,,,,,14129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2003-11-01,7.4,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,78197,,,,,,,,,,,,,13916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2003-12-01,8.9,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77958,,,,,,,,,,,,,13810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2004-01-01,10.4,25.563857755638576,28.355999999999998,3.3,,,,,,,,26.556714910804445,131.12,537.6,785.0,381.0,28920.0,833818.0,29424.0,,,,,1262.0,,,2223.0,,128998.0,6.0,,27416.0,42098.0,,,44531.0,239.9,,4431784.0,11838.0,,131.203,,33272.0,,176.0,,78183,5230.0,122.75,,1210.0,,,5896.0,,,,,,13875,,381.0,38906.0,,,36483.0,41489.0,6122.0,4486.0,,3355.0,11.6,2518.0,4191.0,8.7,14.5,,728.0,16.2,476.0,980.0,10.6,1148.0,18.7,813.0,1482.0,13.3,21.8,24.2,18625.0,47105.0,,9.2,9197.0,14480.0,7.1,293.5,11.2,,1503.0,8.1,1018.0,1988.0,5.5,10.7,9.9,1995.0,3438.0,7.3,12.5,,,,2717.0,CASS
2004-02-01,9.7,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78746,,,,,,,,,,,,,13737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2004-03-01,9.9,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,78948,,,,,,,,,,,,,13821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2004-04-01,7.6,25.511999436976566,,2.7,,,,,,,,25.177905794645888,,,822.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79846,5298.0,,,,,,,,,,,,14090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2004-05-01,5.7,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,80120,,,,,,,,,,,,,14486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2004-06-01,6.2,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,81325,,,,,,,,,,,,,15150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2004-07-01,6.0,24.80608702075792,,2.4,,,,,,,,24.505531344284282,,,829.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,82885,5331.0,,,,,,,,,,,,15140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2004-08-01,5.6,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,83130,,,,,,,,,,,,,14948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2004-09-01,5.3,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,82020,,,,,,,,,,,,,14678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2004-10-01,5.1,24.888857019934033,,2.2,,,,,,,,25.47292889758643,,,831.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,81996,5393.0,,,,,,,,,,,,14317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2004-11-01,6.9,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80977,,,,,,,,,,,,,14059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2004-12-01,8.5,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,80310,,,,,,,,,,,,,14045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2005-01-01,9.4,24.42561746122918,28.685,3.3,,,,,,,,25.332900292302693,149.37,545.8,814.0,1440.0,28355.0,834429.0,29091.0,,,,,1142.0,,,2496.0,,125611.0,2.0,,26785.0,41949.0,,,43936.0,220.1,,4747669.0,13093.0,,132.63,,35121.0,,227.0,,79683,5469.0,131.11,,1026.0,,,5893.0,,,,,,13966,,397.2,40320.0,,,37754.0,42886.0,5998.0,4426.0,,4114.0,14.5,3483.0,4746.0,12.3,16.7,,891.0,20.1,685.0,1097.0,15.5,1391.0,23.2,1107.0,1675.0,18.5,24.8,27.9,18441.0,45924.0,,10.4,11093.0,15093.0,8.8,256.6,12.0,,1581.0,8.6,1195.0,1967.0,6.5,10.7,10.4,2185.0,3376.0,8.2,12.6,,,,2781.0,CASS
2005-02-01,9.4,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,80460,,,,,,,,,,,,,13943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2005-03-01,9.0,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,80381,,,,,,,,,,,,,13944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2005-04-01,6.4,24.30175640656493,,2.7,,,,,,,,24.18486862931308,,,832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81843,5546.0,,,,,,,,,,,,14120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2005-05-01,4.8,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,82753,,,,,,,,,,,,,14497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2005-06-01,5.1,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,83314,,,,,,,,,,,,,15204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2005-07-01,4.5,24.50830974671602,,2.4,,,,,,,,24.86050836949783,,,852.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,84074,5581.0,,,,,,,,,,,,15080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2005-08-01,4.2,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,84419,,,,,,,,,,,,,15033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2005-09-01,4.4,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,82685,,,,,,,,,,,,,14717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2005-10-01,4.2,24.562930721799056,,2.2,,,,,,,,25.21117608836907,,,864.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,82818,5648.0,,,,,,,,,,,,14374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2005-11-01,5.7,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,82351,,,,,,,,,,,,,14244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2005-12-01,7.4,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,81971,,,,,,,,,,,,,14123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2006-01-01,9.4,24.196363636363635,28.737,3.1,,,,,,,,25.35807291666667,155.34,453.6,843.0,422.0,28790.0,847595.0,29477.0,,,,,661.0,,,2689.0,,127194.0,,,29006.0,44288.0,,,46387.0,226.7,,5176571.0,12180.0,,135.251,,37419.0,,200.0,,81847,5639.0,135.11,,840.0,,,6672.0,,,,,,14209,,325.4,40243.0,,,37485.0,43001.0,6196.0,4454.0,,3691.0,12.8,3075.0,4306.0,10.7,15.0,,919.0,20.6,716.0,1122.0,16.1,1369.0,22.1,1091.0,1648.0,17.6,25.2,26.6,20226.0,48487.0,,9.6,10467.0,13892.0,8.2,266.9,10.9,,1526.0,7.5,1167.0,1885.0,5.8,9.3,8.8,2040.0,3090.0,7.0,10.7,,,,2565.0,CASS
2006-02-01,9.6,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,82637,,,,,,,,,,,,,14209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2006-03-01,9.0,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,82995,,,,,,,,,,,,,14143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2006-04-01,6.7,24.133168568728646,,2.7,,,,,,,,24.644243208279427,,,840.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,82866,5690.0,,,,,,,,,,,,14077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2006-05-01,4.8,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,84010,,,,,,,,,,,,,14424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2006-06-01,4.8,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,84890,,,,,,,,,,,,,14975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2006-07-01,4.6,24.323181049069373,,2.3,,,,,,,,24.18198815830477,,,838.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85206,5541.0,,,,,,,,,,,,14926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2006-08-01,4.4,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,85958,,,,,,,,,,,,,14735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2006-09-01,4.3,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84558,,,,,,,,,,,,,14339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2006-10-01,4.4,24.09972299168975,,2.0,,,,,,,,25.031525851197987,,,839.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,85031,5540.0,,,,,,,,,,,,14209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2006-11-01,6.2,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,85534,,,,,,,,,,,,,14078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2006-12-01,8.3,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,85105,,,,,,,,,,,,,14051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2007-01-01,10.4,23.91536653131011,28.665,3.1,,,,,,,,24.93573264781491,159.47,591.8,797.0,330.0,28486.0,915833.0,31932.0,,,,,,,,2926.0,,132849.0,3.0,,30887.0,42130.0,,,44747.0,243.5,,5597332.0,15280.0,,137.761,,39609.0,,187.0,,86116,5512.0,138.57,,809.0,,,7680.0,,,,,,13960,,430.1,38707.0,,,36471.0,40943.0,6143.0,4345.0,,3808.0,13.4,3193.0,4423.0,11.2,15.5,,899.0,20.7,694.0,1104.0,16.0,1362.0,22.2,1072.0,1653.0,17.5,25.4,26.9,21278.0,47364.0,,11.5,13149.0,17412.0,9.9,280.1,13.1,,1681.0,7.9,1248.0,2114.0,5.9,9.9,10.3,2493.0,3898.0,8.1,12.6,,,,3196.0,CASS
2007-02-01,10.0,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,86382,,,,,,,,,,,,,13845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2007-03-01,9.9,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,86373,,,,,,,,,,,,,13914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2007-04-01,8.2,23.483560090702948,,2.8,,,,,,,,24.580297751029462,,,829.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,86950,5601.0,,,,,,,,,,,,14103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2007-05-01,5.5,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,87583,,,,,,,,,,,,,14343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2007-06-01,5.9,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87889,,,,,,,,,,,,,14968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2007-07-01,5.4,24.38033888811091,,2.3,,,,,,,,24.58709878466812,,,838.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,88620,5632.0,,,,,,,,,,,,14900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2007-08-01,5.1,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,89455,,,,,,,,,,,,,14676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2007-09-01,5.2,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,87793,,,,,,,,,,,,,14376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2007-10-01,5.3,24.8700660205085,,2.0,,,,,,,,25.46194801127466,,,841.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,88343,5683.0,,,,,,,,,,,,14080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2007-11-01,6.4,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,88655,,,,,,,,,,,,,13979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2007-12-01,8.6,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,88120,,,,,,,,,,,,,13978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2008-01-01,10.8,24.714254906189343,28.712,2.9,,,,,,,,25.28994845360825,152.43,531.1,809.0,199.0,28501.0,962551.0,33500.0,,,,66.7699999809265,446.0,,,3456.0,,135242.0,4.0,,31505.0,44644.0,,,46942.0,235.6,,6198889.0,13457.0,,140.235,40.6299999952316,42961.0,,189.0,,87699,5686.0,139.7,,616.0,,,8603.0,,,,,,13820,,377.9,41740.0,,,38879.0,44602.0,6150.0,4271.0,,4120.0,14.5,3397.0,4843.0,11.9,17.0,,904.0,21.2,695.0,1113.0,16.3,1408.0,22.9,1116.0,1700.0,18.1,26.1,27.6,21434.0,49240.0,,10.0,11377.0,15536.0,8.4,265.2,11.5,,1725.0,8.0,1291.0,2159.0,6.0,10.1,9.8,2465.0,3738.0,7.8,11.9,,,,3102.0,CASS
2008-02-01,10.8,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,88765,,,,,,,,,,,,,13824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2008-03-01,10.4,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,88722,,,,,,,,,,,,,13797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2008-04-01,9.0,24.23141216658187,,2.5,,,,,,,,25.259740259740262,,,815.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,89340,5716.0,,,,,,,,,,,,13884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2008-05-01,6.6,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,89703,,,,,,,,,,,,,14260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2008-06-01,6.9,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,90271,,,,,,,,,,,,,14714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2008-07-01,6.8,24.31580455652673,,2.6,,,,,,,,24.96,,,823.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,90282,5732.0,,,,,,,,,,,,14682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2008-08-01,6.8,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90095,,,,,,,,,,,,,14639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2008-09-01,6.9,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,88153,,,,,,,,,,,,,14407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2008-10-01,7.2,24.82400625755529,,2.3,,,,,,,,25.726412014365007,,,818.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,88736,5754.0,,,,,,,,,,,,14098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2008-11-01,9.8,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88018,,,,,,,,,,,,,14054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2008-12-01,11.5,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,87332,,,,,,,,,,,,,13904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2009-01-01,13.9,23.821375239991465,28.453000000000003,4.1,21.774630649532305,,45.6,24582.0,78.0,371.0,3045.0,25.36231884057971,146.51,541.2,772.0,164.0,28275.0,950407.0,33368.0,,84.74636145259291,29.564941251190852,59.0699999332428,421.0,30.62592317609,29.0,3722.0,3674.0,138576.0,3.0,,30681.0,44190.0,30.4,3194.0,46985.0,254.6,,6013919.0,16051.0,26.056548508577922,143.29,46.75,40670.0,28.53598043780392,189.0,63.27999329120003,87462,5696.0,140.03,16.094699079170606,592.0,3.189828240017845,2676.0,11031.0,,46.2,,11.225144323284157,,13841,1.0,367.0,41288.0,,,38098.0,44479.0,6094.0,4249.0,-716.0,3961.0,14.0,3153.0,4770.0,11.2,16.9,30.6,1012.0,23.8,764.0,1260.0,18.0,1460.0,24.0,1103.0,1817.0,18.1,29.7,29.8,20606.0,49780.0,,11.6,14355.0,17748.0,10.4,287.3,12.8,24.33,1815.0,8.8,1363.0,2267.0,6.6,11.0,10.1,2434.0,3742.0,7.9,12.2,1854.0,125881.0,2365.0,3088.0,CASS
2009-02-01,14.1,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,87935,,,,,,,,,,,,,13847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2009-03-01,13.8,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87710,,,,,,,,,,,,,13888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2009-04-01,11.2,23.462690826080756,,4.5,,,,,,,,25.67917205692109,,,780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88006,5695.0,,,,,,,,,,,,13966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2009-05-01,9.0,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88594,,,,,,,,,,,,,14325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2009-06-01,9.1,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,88672,,,,,,,,,,,,,14740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2009-07-01,8.8,23.690842901148137,,4.1,,,,,,,,25.99738391105297,,,784.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,88680,5722.0,,,,,,,,,,,,14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2009-08-01,8.8,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,88473,,,,,,,,,,,,,14552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2009-09-01,8.8,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,86986,,,,,,,,,,,,,14240,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2009-10-01,8.4,24.305165637282425,,3.4,,,,,,,,27.47540983606557,,,789.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,87718,5734.0,,,,,,,,,,,,13984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
